Drug,Review,Score,Likes
Lurasidone,"<b>Latuda (lurasidone):</b>			 I've been taking 10mg of Latuda for two days now. I take it in the morning with breakfast, so I haven't experienced nausea. However, I do have more difficulty getting up in the morning, but once I'm up, I seem to be more energetic than I have been in ages. Last night I was watching a comedy show on television and laughed so hard for so long it actually scared me. Like it was completely foreign to me to be express that level of happiness/giddiness. On the flip side, I've noticed that I've gained 4 pounds in two days, so that is totally freaking me out. I have always been a little overweight, so the idea of gaining more weight is untenable for me. I will be watching my weight over the next few days and see how it goes.",0,48
Lurasidone,"<b>Latuda (lurasidone):</b>			 I had been on Effoxor XR forever, and it wasn't working like it used to. It just kept me barely sane. I added Latuda 20mg at night, and very quickly I was feeling normal for the first time in years. No more crying depression, no more overly happiness. But a stable feeling. A happy medium. It didn't make me numb or zombie like. I feel productive for the most part. I sleep better and wake more positive. It has triggered my already sweet tooth, and I've gained weight, but I'm just so relieved with my mood, I can handle it...I like it overall.",0,51
Lurasidone,<b>Latuda (lurasidone):</b>			 After taking for a week I felt awesome! My mood improved tremendously!! Then at about two weeks my muscles in my hands stiffened up and they were very restless. It was a horrible feeling so I stopped taking it,0,24
Lurasidone,<b>Latuda (lurasidone):</b>			 Hated it,0,18
Lurasidone,"<b>Latuda (lurasidone):</b>			 Just started 80mg at night with a meal. Was taking Seroquel 400mg at night, gabapentin 4000mg a day and depekote xr. Found a great shrink and was re diagnosed bi-polar I. In the past it was bi polar II.  I never gained weight since I am Type 1 diabetic. Along with 0.5mg klonopin twice a day as needed for panic disorder. Life seems brighter when I wake up. I am on no opoid meds. It seems this new drug doesn't spike glucose levels like most bi polar meds eg. Seroquel.",0,32
Lurasidone,"<b>Latuda (lurasidone):</b>			 I started latuda about 2 weeks ago and am taking the 80 mg So far I have not noticed much change at all. I feel a bit more happy during the day but not much. However, debating on if I should stop taking it due to the horrific side effects I am having. It makes me feel over tired. You know that feeling you get when your to drunk? You wanna go to sleep but your to dizzy and feel like throwing up? It feels like that. Also I become very weak and can hardly pick up anything. I'm hoping these side effects will pass so I can start to understand if it is working for me or not.",0,36
Lurasidone,"<b>Latuda (lurasidone):</b>			 I took Latuda 20mg po qd for 3wk out of 4wk I got Rx for. During the 1st wk , I felt better.  In the 3rd wk,  I increasingly felt weak, drugged and unable to function. My BP remained normal. At no time, did Latuda helped with my chief symptom -sleeplessness.",0,19
Lurasidone,"<b>Latuda (lurasidone):</b>			 I started Latuda (20 mg) about 2 weeks ago and felt improvement almost immediately, like within 24 hours. I was extremely skeptical thinking it was just an anomaly but I have felt good every day since starting it. I am bipolar 1 and was in EXTREME depression and anxiety before starting it. I do not take it with food and have had no nausea. (As a matter of fact I had had more nausea before starting Latuda than after! ) I have been on about 8 other meds and none have worked like this. Just 3 weeks ago I could not even sit at the table for a family dinner. I was so depressed and anxious I would leave almost immediately. Now I feel happy ( yes happy!) and sociable. At first it made me sleepy but that one side effect has left.",0,93
Lurasidone,"<b>Latuda (lurasidone):</b>			 I switched from Seroquel to latuda 5 days ago, INSTANT IMPROVEMENT! My sweet cravings are gone, I can exercise again, I don't feel like a slug at work. I Have only one complaint. The nausea is pretty bad, I've almost thrown up a couple of times, but right now, the pros outweigh the cons, hopefully the nausea will subside after a while. Ill update in a month",0,58
Lurasidone,<b>Latuda (lurasidone):</b>			 After trying to commit suicide my psychiatrist put me on latuda  it has literally saved my life. I'm on 120 mg at night as well as seroquel trazodone pristiq and tegretol. I'm living life again !,0,55
Lurasidone,"<b>Latuda (lurasidone):</b>			 I first started latuda at 40mg and it had zero effect.  My dose was increased to 80mg and within two days, every single last bit of noise in my head disappeared completely.  My focus is excellent now and my life has literally changed because of this drug.  My energy is put into things that are important like a clean house and a clean body and I am so happy all the time now.  I can't believe how excellent this drug is and I am so happy I was given the right dose to help me live a better life.  I'm actually ready to face the world again and get off of disability and go back to work!  I CAN'T DESCRIBE HOW MUCH THIS DRUG HAS CHANGED MY LIFE POSITIVELY.  Complete 180 degree turnaround!",0,126
Lurasidone,<b>Latuda (lurasidone):</b>			 Switched to Latuda after suffering a full manic episode.  Works so much better than Depakote.  No real side effects.  Works very well at helping to control my mood-swings and manic energy.  Everyone including myself cant believe how well it works for me.,0,98
Lurasidone,"<b>Latuda (lurasidone):</b>			 I've always felt  like I live a totally parallel life to everyone around me - Never feeling like I am living a normal life. I was always way up or way down,  never a happy medium. Honestly, it was difficult to keep up the charade of tirelessly trying to hide what everyone but me already knew &amp; accepted - I was bipolar.  I have tried a flurry of medications in conjunction with my current medication, Adderall - as I have always been classic ADHD. The last medication I tried scared me from even trying any new medications as I suffered from some serious SE of Stevens-Johnson Synd. Reluctantly, I tried Latuda &amp; suddenly, my world was righted &amp; I feel normal. I've never felt better in my entire life (aside from the headaches)  I'm reborn baby !",0,57
Lurasidone,"<b>Latuda (lurasidone):</b>			 After 5 months on this medication it did nothing for my manic-depressive bipolar disorder that I was diagnosed with. It caused me to rapidly put on fat and riddled me with anxiety. I've never had a panic attack in my life until I took this medication. I was prescribed latuda 40mg, after 2 months had numerous panic attacks and gained over 15lbs of fat, made me very angry and anti-social, it's also expensive as hell even with insurance. I quit taking it and forced myself to workout and eat clean and I feel 10x better than when I was taking this crap. No more depression, no more panic attacks or anger. My bipolar symptoms are completely gone from just changing my diet and adding structure to my chaotic life.",0,37
